uid,community_schooltype,county,api,variable_name,percentage
35,Suburban_E,Iolas Huffman,727.4478413,fullqual,81.34817053
36,Suburban_E,Archie Griffin,687.9675832,meals,52.71404528
36,Suburban_E,Archie Griffin,687.9675832,colgrad,26.67078196
36,Suburban_E,Archie Griffin,687.9675832,fullqual,99.59282388
37,Suburban_M,James Laurinaitis,770.5991852,meals,20.37620202
37,Suburban_M,James Laurinaitis,770.5991852,colgrad,18.22524159
37,Suburban_M,James Laurinaitis,770.5991852,fullqual,82.7123472
38,Suburban_E,Dave Foley,881.278573,meals,5.589984008
38,Suburban_E,Dave Foley,881.278573,colgrad,30.02130358
38,Suburban_E,Dave Foley,881.278573,fullqual,88.52056765
39,Urban_M,Wyatt Davis,670.096887,meals,56.05352849
39,Urban_M,Wyatt Davis,670.096887,colgrad,10.86441346
39,Urban_M,Wyatt Davis,670.096887,fullqual,93.35280581
40,Rural_H,Tim Fox,687.9415329,meals,56.49428561
40,Rural_H,Tim Fox,687.9415329,colgrad,24.9637689
40,Rural_H,Tim Fox,687.9415329,fullqual,90.713592
41,Rural_M,Rob Murphy,777.4141308,meals,14.4806115
41,Rural_M,Rob Murphy,777.4141308,colgrad,54.92570274
41,Rural_M,Rob Murphy,777.4141308,fullqual,94.43943415
42,Suburban_E,Jeffrey Okudah,593.3193032,meals,80.40573145
42,Suburban_E,Jeffrey Okudah,593.3193032,colgrad,4.473639367
42,Suburban_E,Jeffrey Okudah,593.3193032,fullqual,76.80107636
43,Urban_M,Rob Murphy,583.3055413,meals,52.34075543
43,Urban_M,Rob Murphy,583.3055413,colgrad,5.007028703
43,Urban_M,Rob Murphy,583.3055413,fullqual,77.01795497
44,Suburban_M,Orlando Pace,519.5900534,meals,83.98388189
44,Suburban_M,Orlando Pace,519.5900534,colgrad,5.942285851
44,Suburban_M,Orlando Pace,519.5900534,fullqual,91.22322089
45,Suburban_E,Warren Amling,678.2435341,meals,51.28500571
45,Suburban_E,Warren Amling,678.2435341,colgrad,4.70447867
45,Suburban_E,Warren Amling,678.2435341,fullqual,83.35565112
46,Suburban_H,Ed Hess,613.3780447,meals,55.09441851
46,Suburban_H,Ed Hess,613.3780447,colgrad,8.278020586
46,Suburban_H,Ed Hess,613.3780447,fullqual,97.10540879
47,Suburban_E,Randy Gradishar,796.6641077,meals,34.14739419
47,Suburban_E,Randy Gradishar,796.6641077,colgrad,22.49806485
47,Suburban_E,Randy Gradishar,796.6641077,fullqual,97.80762773
48,Suburban_E,Wes Fesler,815.040576,meals,6.036098488
48,Suburban_E,Wes Fesler,815.040576,colgrad,30.45150081
48,Suburban_E,Wes Fesler,815.040576,fullqual,95.19633472
49,Urban_H,Billy Price,445.690716,meals,93.93790758
49,Urban_H,Billy Price,445.690716,colgrad,4.21680919
49,Urban_H,Billy Price,445.690716,fullqual,67.65053664
50,Urban_H,Iolas Huffman,546.6273737,meals,68.44779609
50,Urban_H,Iolas Huffman,546.6273737,colgrad,0.780801454
50,Urban_H,Iolas Huffman,546.6273737,fullqual,74.03048097
51,Suburban_E,Jim Stillwagon,652.4540651,meals,57.60063643
51,Suburban_E,Jim Stillwagon,652.4540651,colgrad,15.88128766
51,Suburban_E,Jim Stillwagon,652.4540651,fullqual,58.14429777
52,Urban_E,Ed Hess,546.9765708,meals,90.09524931
52,Urban_E,Ed Hess,546.9765708,colgrad,5.933882414
52,Urban_E,Ed Hess,546.9765708,fullqual,90.30308899
53,Suburban_E,Malik Hooker,711.2224561,meals,17.0153413
53,Suburban_E,Malik Hooker,711.2224561,colgrad,22.11223467
53,Suburban_E,Malik Hooker,711.2224561,fullqual,82.89525961
54,Urban_E,Steve Myers,713.8453187,meals,31.95902677
54,Urban_E,Steve Myers,713.8453187,colgrad,44.53156908
54,Urban_E,Steve Myers,713.8453187,fullqual,98.39993384
55,Suburban_E,Warren Namling,622.5180479,meals,67.33592791
55,Suburban_E,Warren Namling,622.5180479,colgrad,19.87230522
55,Suburban_E,Warren Namling,622.5180479,fullqual,98.35399423
56,Suburban_E,Orlando Pace,629.0002036,meals,59.05240378
56,Suburban_E,Orlando Pace,629.0002036,colgrad,17.75279857
56,Suburban_E,Orlando Pace,629.0002036,fullqual,98.32431451
57,Suburban_E,Steve Myers,710.119986,meals,26.01401135
57,Suburban_E,Steve Myers,710.119986,colgrad,22.79093414
57,Suburban_E,Steve Myers,710.119986,fullqual,99.97471112
58,Urban_E,Antoine Winfield,677.1008853,meals,61.32380755
58,Urban_E,Antoine Winfield,677.1008853,colgrad,21.08605799
58,Urban_E,Antoine Winfield,677.1008853,fullqual,74.49659024
59,Suburban_E,Bob Ferguson,696.7908273,meals,68.24115012
59,Suburban_E,Bob Ferguson,696.7908273,colgrad,14.76071528
59,Suburban_E,Bob Ferguson,696.7908273,fullqual,98.5816373
60,Urban_E,Charles Harley,649.2667774,meals,69.09441764
60,Urban_E,Charles Harley,649.2667774,colgrad,20.29436275
60,Urban_E,Charles Harley,649.2667774,fullqual,82.30728283
61,Suburban_M,Kurt Schumacher,728.3500751,meals,31.98421055
61,Suburban_M,Kurt Schumacher,728.3500751,colgrad,44.01662905
61,Suburban_M,Kurt Schumacher,728.3500751,fullqual,99.86583835
62,Rural_E,Howard Cassady,614.6592684,meals,77.99103498
62,Rural_E,Howard Cassady,614.6592684,colgrad,2.731706058
62,Rural_E,Howard Cassady,614.6592684,fullqual,93.05974418
63,Urban_E,Eddie George,856.6446754,meals,12.45901673
63,Urban_E,Eddie George,856.6446754,colgrad,57.92167898
63,Urban_E,Eddie George,856.6446754,fullqual,99.95719219
64,Rural_M,Randy Gradishar,782.1578164,meals,33.13676205
64,Rural_M,Randy Gradishar,782.1578164,colgrad,22.7619485
64,Rural_M,Randy Gradishar,782.1578164,fullqual,96.44387255
65,Urban_E,James Laurinaitis,807.7668746,meals,35.65999945
65,Urban_E,James Laurinaitis,807.7668746,colgrad,44.57722735
65,Urban_E,James Laurinaitis,807.7668746,fullqual,98.77825068
66,Urban_M,John Hicks,756.8896957,meals,14.20813075
66,Urban_M,John Hicks,756.8896957,colgrad,33.84835129
66,Urban_M,John Hicks,756.8896957,fullqual,91.65129671
67,Rural_M,Terry Glenn,742.5725073,meals,12.33641915
67,Rural_M,Terry Glenn,742.5725073,colgrad,27.49152951
67,Rural_M,Terry Glenn,742.5725073,fullqual,99.92013318
68,Suburban_E,Iolas Huffman,802.9192937,meals,18.89042773
68,Suburban_E,Iolas Huffman,802.9192937,colgrad,33.37937921
68,Suburban_E,Iolas Huffman,802.9192937,fullqual,95.1468279
69,Suburban_E,Bob Ferguson,613.8750371,meals,76.29428029
69,Suburban_E,Bob Ferguson,613.8750371,colgrad,3.041853007
69,Suburban_E,Bob Ferguson,613.8750371,fullqual,77.45712061
70,Suburban_E,Tom Tupa,675.3356872,meals,36.15978723
70,Suburban_E,Tom Tupa,675.3356872,colgrad,19.81415659
70,Suburban_E,Tom Tupa,675.3356872,fullqual,88.87070524
71,Urban_E,Mike Vrabel,784.6077641,meals,28.70796963
71,Urban_E,Mike Vrabel,784.6077641,colgrad,22.46321953
71,Urban_E,Mike Vrabel,784.6077641,fullqual,82.18672861
72,Suburban_E,Shawn Springs,564.5176609,meals,92.55588709
72,Suburban_E,Shawn Springs,564.5176609,colgrad,7.545009794
72,Suburban_E,Shawn Springs,564.5176609,fullqual,86.02009649
73,Rural_E,Ed Hess,639.4866025,meals,59.49535065
73,Rural_E,Ed Hess,639.4866025,colgrad,20.94462074
73,Rural_E,Ed Hess,639.4866025,fullqual,89.2537726
74,Suburban_M,Ed Hess,689.6901532,meals,40.8830151
74,Suburban_M,Ed Hess,689.6901532,colgrad,17.46763011
74,Suburban_M,Ed Hess,689.6901532,fullqual,98.96128682
75,Urban_M,Rob Murphy,601.4349081,meals,55.30716688
75,Urban_M,Rob Murphy,601.4349081,colgrad,28.90325367
75,Urban_M,Rob Murphy,601.4349081,fullqual,76.85170631
76,Suburban_H,Wes Fesler,505.4834848,meals,89.46382077
76,Suburban_H,Wes Fesler,505.4834848,colgrad,4.700244518
76,Suburban_H,Wes Fesler,505.4834848,fullqual,88.05966475
77,Suburban_E,Archie Griffin,843.5607314,meals,4.183087777
77,Suburban_E,Archie Griffin,843.5607314,colgrad,48.36623098
77,Suburban_E,Archie Griffin,843.5607314,fullqual,98.64836467
78,Suburban_E,Joey Bosa,498.6101404,meals,90.10390746
78,Suburban_E,Joey Bosa,498.6101404,colgrad,5.670004731
78,Suburban_E,Joey Bosa,498.6101404,fullqual,80.87350057
79,Suburban_E,Tom Cousineau,618.3102857,meals,78.12030737
79,Suburban_E,Tom Cousineau,618.3102857,colgrad,3.84997625
79,Suburban_E,Tom Cousineau,618.3102857,fullqual,68.76997875
80,Suburban_E,Rob Murphy,680.0493699,meals,43.57969337
80,Suburban_E,Rob Murphy,680.0493699,colgrad,16.65762982
80,Suburban_E,Rob Murphy,680.0493699,fullqual,99.50979166
81,Suburban_E,Bill Hackett,596.6491601,meals,61.88685955
81,Suburban_E,Bill Hackett,596.6491601,colgrad,0.491974855
81,Suburban_E,Bill Hackett,596.6491601,fullqual,80.73977609
82,Suburban_E,Wyatt Davis,644.5783582,meals,65.99856722
82,Suburban_E,Wyatt Davis,644.5783582,colgrad,15.0643274
82,Suburban_E,Wyatt Davis,644.5783582,fullqual,86.34545562
83,Urban_E,Dave Foley,832.5918821,meals,22.36219873
83,Urban_E,Dave Foley,832.5918821,colgrad,36.66194174
83,Urban_E,Dave Foley,832.5918821,fullqual,82.5209644
84,Suburban_E,Esco Sarkkinen,864.8571558,meals,7.694620267
84,Suburban_E,Esco Sarkkinen,864.8571558,colgrad,40.98867129
84,Suburban_E,Esco Sarkkinen,864.8571558,fullqual,98.010279
85,Suburban_M,Andy Katzenmoyer,789.961991,meals,27.69924686
85,Suburban_M,Andy Katzenmoyer,789.961991,colgrad,38.12680933
85,Suburban_M,Andy Katzenmoyer,789.961991,fullqual,85.79140464
86,Urban_E,Matt Wilhelm,721.4769029,meals,52.83622504
86,Urban_E,Matt Wilhelm,721.4769029,colgrad,23.2075829
86,Urban_E,Matt Wilhelm,721.4769029,fullqual,90.37495491
87,Suburban_E,Will Allen,834.8966649,meals,17.75292801
87,Suburban_E,Will Allen,834.8966649,colgrad,30.71758758
87,Suburban_E,Will Allen,834.8966649,fullqual,95.32325087
88,Suburban_E,Iolas Huffman,672.7282125,meals,50.5304862
88,Suburban_E,Iolas Huffman,672.7282125,colgrad,20.86473471
88,Suburban_E,Iolas Huffman,672.7282125,fullqual,83.0349254
89,Suburban_E,Chris Spielman,725.6726531,meals,47.47396354
89,Suburban_E,Chris Spielman,725.6726531,colgrad,21.30342858
89,Suburban_E,Chris Spielman,725.6726531,fullqual,89.69814865
90,Suburban_E,Vic Janowicz,859.8555381,meals,20.57527688
90,Suburban_E,Vic Janowicz,859.8555381,colgrad,27.68456536
90,Suburban_E,Vic Janowicz,859.8555381,fullqual,97.94674189
91,Urban_E,Vic Janowicz,666.2951333,meals,75.97270047
91,Urban_E,Vic Janowicz,666.2951333,colgrad,2.057226594
91,Urban_E,Vic Janowicz,666.2951333,fullqual,91.71202684
92,Suburban_E,Billy Price,809.4402678,meals,20.83353209
92,Suburban_E,Billy Price,809.4402678,colgrad,59.6816471
92,Suburban_E,Billy Price,809.4402678,fullqual,99.33313047
93,Rural_E,Dave Foley,647.3425059,meals,81.34135415
93,Rural_E,Dave Foley,647.3425059,colgrad,11.03494118
93,Rural_E,Dave Foley,647.3425059,fullqual,84.32528524
94,Suburban_E,Wes Fesler,521.2380217,meals,81.55044855
94,Suburban_E,Wes Fesler,521.2380217,colgrad,23.8657411
94,Suburban_E,Wes Fesler,521.2380217,fullqual,54.61999863
95,Suburban_E,Les Horvath,828.9330365,meals,18.39273721
95,Suburban_E,Les Horvath,828.9330365,colgrad,63.19838101
95,Suburban_E,Les Horvath,828.9330365,fullqual,79.29280088
96,Urban_E,Jim Stillwagon,662.0846239,meals,74.30519706
96,Urban_E,Jim Stillwagon,662.0846239,colgrad,8.180989593
96,Urban_E,Jim Stillwagon,662.0846239,fullqual,89.22249763
97,Suburban_E,Ted Smith,630.2115138,meals,60.16411395
97,Suburban_E,Ted Smith,630.2115138,colgrad,24.7063442
97,Suburban_E,Ted Smith,630.2115138,fullqual,83.41618445
98,Suburban_E,Cris Carter,696.305341,meals,39.29872818
98,Suburban_E,Cris Carter,696.305341,colgrad,1.311376053
98,Suburban_E,Cris Carter,696.305341,fullqual,92.72685388
99,Urban_E,Wes Fesler,711.1779481,meals,42.35358345
99,Urban_E,Wes Fesler,711.1779481,colgrad,23.0319637
99,Urban_E,Wes Fesler,711.1779481,fullqual,97.06340466
100,Urban_E,Wes Fesler,787.4570921,meals,24.0617834
100,Urban_E,Wes Fesler,787.4570921,colgrad,42.06247298
100,Urban_E,Wes Fesler,787.4570921,fullqual,99.08454199
101,Suburban_E,Dave Foley,719.0985443,meals,61.99689675
101,Suburban_E,Dave Foley,719.0985443,colgrad,26.00514517
101,Suburban_E,Dave Foley,719.0985443,fullqual,84.69294827
102,Suburban_E,Dan Wilkinson,526.6739383,meals,94.34548279
102,Suburban_E,Dan Wilkinson,526.6739383,colgrad,9.694357361
102,Suburban_E,Dan Wilkinson,526.6739383,fullqual,61.96022154
103,Suburban_H,Mike Doss,513.1932291,meals,70.39982392
103,Suburban_H,Mike Doss,513.1932291,colgrad,4.879142349
103,Suburban_H,Mike Doss,513.1932291,fullqual,97.61663
104,Suburban_H,Jack Tatum,752.5538209,meals,26.56358015
104,Suburban_H,Jack Tatum,752.5538209,colgrad,16.13477442
104,Suburban_H,Jack Tatum,752.5538209,fullqual,99.87614504
105,Suburban_E,Gomer Jones,599.869356,meals,60.31731369
105,Suburban_E,Gomer Jones,599.869356,colgrad,7.986143852
105,Suburban_E,Gomer Jones,599.869356,fullqual,70.4044002
106,Suburban_M,Mike Vrabel,837.2125687,meals,10.99823853
106,Suburban_M,Mike Vrabel,837.2125687,colgrad,17.11118749
106,Suburban_M,Mike Vrabel,837.2125687,fullqual,97.90832693
107,Suburban_M,Howard Cassady,531.4868133,meals,85.16846146
107,Suburban_M,Howard Cassady,531.4868133,colgrad,7.372375032
107,Suburban_M,Howard Cassady,531.4868133,fullqual,67.95854314
108,Urban_E,Andy Katzenmoyer,492.255038,meals,97.95127604
108,Urban_E,Andy Katzenmoyer,492.255038,colgrad,12.42607454
108,Urban_E,Andy Katzenmoyer,492.255038,fullqual,38.88653339
109,Suburban_E,Cris Carter,555.9896659,meals,92.35115948
109,Suburban_E,Cris Carter,555.9896659,colgrad,5.66385802
109,Suburban_E,Cris Carter,555.9896659,fullqual,91.13878018
110,Suburban_M,Mike Nugent,752.9082747,meals,32.10345637
110,Suburban_M,Mike Nugent,752.9082747,colgrad,42.00886012
110,Suburban_M,Mike Nugent,752.9082747,fullqual,95.70231517
111,Suburban_M,Bob Ferguson,820.1477442,meals,10.56085946
111,Suburban_M,Bob Ferguson,820.1477442,colgrad,40.38629615
111,Suburban_M,Bob Ferguson,820.1477442,fullqual,75.95023267
112,Suburban_H,Malik Hooker,552.0500438,meals,57.82530799
112,Suburban_H,Malik Hooker,552.0500438,colgrad,41.67522551
112,Suburban_H,Malik Hooker,552.0500438,fullqual,66.06682133
113,Rural_E,Tim Fox,698.8035795,meals,62.31195
113,Rural_E,Tim Fox,698.8035795,colgrad,11.56392752
113,Rural_E,Tim Fox,698.8035795,fullqual,95.62082775
114,Urban_H,Taylor Decker,756.955398,meals,5.166266114
114,Urban_H,Taylor Decker,756.955398,colgrad,33.44572381
114,Urban_H,Taylor Decker,756.955398,fullqual,98.20198102
115,Suburban_E,Chris Ward,663.0976135,meals,44.08028873
115,Suburban_E,Chris Ward,663.0976135,colgrad,21.62978955
115,Suburban_E,Chris Ward,663.0976135,fullqual,96.43200646
116,Urban_E,Charles Harley,868.5278381,meals,12.80807701
116,Urban_E,Charles Harley,868.5278381,colgrad,65.65691619
116,Urban_E,Charles Harley,868.5278381,fullqual,87.99728178
117,Suburban_E,Ed Hess,468.801757,meals,93.83715189
117,Suburban_E,Ed Hess,468.801757,colgrad,3.514762795
117,Suburban_E,Ed Hess,468.801757,fullqual,60.88773163
118,Suburban_E,Wes Fesler,578.0929919,meals,75.29627348
118,Suburban_E,Wes Fesler,578.0929919,colgrad,2.51833832
118,Suburban_E,Wes Fesler,578.0929919,fullqual,85.82605726
119,Urban_E,Orlando Pace,608.8189916,meals,55.14692296
119,Urban_E,Orlando Pace,608.8189916,colgrad,16.09031982
119,Urban_E,Orlando Pace,608.8189916,fullqual,84.2154586
120,Rural_M,Korey Stringer,541.2892358,meals,86.44756288
120,Rural_M,Korey Stringer,541.2892358,colgrad,3.821045483
120,Rural_M,Korey Stringer,541.2892358,fullqual,77.34215295
121,Suburban_E,Howard Cassady,794.8466595,meals,6.959723029
121,Suburban_E,Howard Cassady,794.8466595,colgrad,11.71490651
121,Suburban_E,Howard Cassady,794.8466595,fullqual,82.86130248
122,Urban_M,Iolas Huffman,784.9384176,meals,17.64423982
122,Urban_M,Iolas Huffman,784.9384176,colgrad,30.66710386
122,Urban_M,Iolas Huffman,784.9384176,fullqual,93.85738996
123,Urban_E,Charles Harley,874.3771406,meals,8.979074634
123,Urban_E,Charles Harley,874.3771406,colgrad,45.83266119
123,Urban_E,Charles Harley,874.3771406,fullqual,97.9498546
124,Suburban_E,Bob Brudzinski,525.5988246,meals,98.1823439
124,Suburban_E,Bob Brudzinski,525.5988246,colgrad,1.708608017
124,Suburban_E,Bob Brudzinski,525.5988246,fullqual,61.8955255
125,Suburban_E,Marcus Marek,646.7730946,meals,38.35411374
125,Suburban_E,Marcus Marek,646.7730946,colgrad,16.69280431
125,Suburban_E,Marcus Marek,646.7730946,fullqual,97.80387972
126,Suburban_E,Jeffrey Okudah,831.1429361,meals,15.26887917
126,Suburban_E,Jeffrey Okudah,831.1429361,colgrad,24.62704282
126,Suburban_E,Jeffrey Okudah,831.1429361,fullqual,97.47487006
127,Suburban_E,Les Horvath,607.9816093,meals,76.06734643
127,Suburban_E,Les Horvath,607.9816093,colgrad,22.0129005
127,Suburban_E,Les Horvath,607.9816093,fullqual,72.03862241
128,Suburban_E,James Laurinaitis,649.9363905,meals,75.3251526
128,Suburban_E,James Laurinaitis,649.9363905,colgrad,21.45608262
128,Suburban_E,James Laurinaitis,649.9363905,fullqual,88.27150319
129,Rural_E,Denzel Ward,734.8064897,meals,51.41704816
129,Rural_E,Denzel Ward,734.8064897,colgrad,17.88950627
129,Rural_E,Denzel Ward,734.8064897,fullqual,97.95873604
130,Urban_E,Bill Hackett,832.248005,meals,2.441919595
130,Urban_E,Bill Hackett,832.248005,colgrad,49.32754438
130,Urban_E,Bill Hackett,832.248005,fullqual,89.65891794
131,Suburban_M,A.J. Hawk,735.4474058,meals,45.81163086
131,Suburban_M,A.J. Hawk,735.4474058,colgrad,15.41679897
131,Suburban_M,A.J. Hawk,735.4474058,fullqual,97.80712168
132,Urban_M,Les Horvath,627.9432923,meals,65.33920444
132,Urban_M,Les Horvath,627.9432923,colgrad,19.01953858
132,Urban_M,Les Horvath,627.9432923,fullqual,76.24685329
133,Rural_E,Tom Cousineau,900.8291004,meals,3.375943447
133,Rural_E,Tom Cousineau,900.8291004,colgrad,28.32595784
133,Rural_E,Tom Cousineau,900.8291004,fullqual,94.60061602
134,Suburban_E,Keith Byars,552.9355522,meals,72.71528516
134,Suburban_E,Keith Byars,552.9355522,colgrad,2.438690983
134,Suburban_E,Keith Byars,552.9355522,fullqual,83.76233583
135,Suburban_E,Keith Byars,550.538998,meals,81.63904855
135,Suburban_E,Keith Byars,550.538998,colgrad,8.242586774
135,Suburban_E,Keith Byars,550.538998,fullqual,90.15417217
136,Suburban_E,Tom Tupa,751.4804411,meals,14.76864084
136,Suburban_E,Tom Tupa,751.4804411,colgrad,31.25948563
136,Suburban_E,Tom Tupa,751.4804411,fullqual,91.09330074
137,Rural_E,Orlando Pace,809.8024305,meals,1.071234792
137,Rural_E,Orlando Pace,809.8024305,colgrad,34.43782505
137,Rural_E,Orlando Pace,809.8024305,fullqual,99.57995404
138,Urban_E,Quinn Pitcock,613.6889203,meals,69.97404925
138,Urban_E,Quinn Pitcock,613.6889203,colgrad,8.45511829
138,Urban_E,Quinn Pitcock,613.6889203,fullqual,72.15830771
139,Rural_M,Wyatt Davis,662.7846564,meals,64.3497956
139,Rural_M,Wyatt Davis,662.7846564,colgrad,16.02511691
139,Rural_M,Wyatt Davis,662.7846564,fullqual,99.37099691
140,Suburban_M,Archie Griffin,706.1847447,meals,32.84316272
140,Suburban_M,Archie Griffin,706.1847447,colgrad,34.07396438
140,Suburban_M,Archie Griffin,706.1847447,fullqual,85.2293588
141,Suburban_E,Troy Smith,458.0524891,meals,88.65700569
141,Suburban_E,Troy Smith,458.0524891,colgrad,3.786719284
141,Suburban_E,Troy Smith,458.0524891,fullqual,64.3059277
